file,timestamp,NGPSLatitude,NGPSLongitude,NGear,nEngine,rThrottlePedal,pBrakeF,gLat,gLong,sLap,vCar,Lap,lat/lng,latlng
1269758114,17:35:10,-37.84828,144.96674,4,13422,0,56,0,-2,299,217.9,1,"-37.84828,144.96674",-37.84828:144.96674
1269758115,17:35:11,-37.84788,144.96623,3,13383,10,1,2,0,352,149,1,"-37.84788,144.96623",-37.84788:144.96623
1269758116,17:35:12,-37.84762,144.96603,3,14145,55,1,1,0,397,139.2,1,"-37.84762,144.96603",-37.84762:144.96603
1269758117,17:35:13,-37.84718,144.96616,3,14584,99,1,-2,1,447,166,1,"-37.84718,144.96616",-37.84718:144.96616
1269758118,17:35:14,-37.84683,144.96617,4,16929,100,1,-2,1,486,193.3,1,"-37.84683,144.96617",-37.84683:144.96617
1269758119,17:35:15,-37.84625,144.96587,5,16273,100,1,-2,1,553,219.4,1,"-37.84625,144.96587",-37.84625:144.96587
1269758120,17:35:16,-37.84574,144.96547,5,17543,100,1,0,1,602,233.6,1,"-37.84574,144.96547",-37.84574:144.96547
1269758121,17:35:18,-37.84504,144.96431,6,17057,100,1,1,0,735,265.5,1,"-37.84504,144.96431",-37.84504:144.96431
1269758123,17:35:20,-37.84399,144.96321,7,16540,100,1,1,0,911,284.3,1,"-37.84399,144.96321",-37.84399:144.96321
1269758125,17:35:21,-37.84328,144.96263,7,12754,0,71,0,-3,995,257.1,1,"-37.84328,144.96263",-37.84328:144.96263
1269758126,17:35:22,-37.8429,144.96249,3,14555,0,43,0,-2,1035,176.9,1,"-37.8429,144.96249",-37.8429:144.96249
1269758127,17:35:23,-37.84241,144.96217,2,10663,0,13,2,-1,1075,108.1,1,"-37.84241,144.96217",-37.84241:144.96217
1269758128,17:35:24,-37.84223,144.96216,2,9934,5,1,2,0,1095,90.8,1,"-37.84223,144.96216",-37.84223:144.96216
1269758129,17:35:25,-37.84211,144.96239,2,12423,52,1,1,1,1123,91.4,1,"-37.84211,144.96239",-37.84211:144.96239
1269758130,17:35:26,-37.84204,144.96265,2,15797,77,1,0,1,1157,115,1,"-37.84204,144.96265",-37.84204:144.96265
1269758131,17:35:28,-37.84189,144.9635,3,13671,16,1,-3,0,1218,146.3,1,"-37.84189,144.9635",-37.84189:144.9635
1269758133,17:35:29,-37.84166,144.96373,3,15531,78,1,-2,1,1279,147.8,1,"-37.84166,144.96373",-37.84166:144.96373
1269758134,17:35:30,-37.84136,144.96379,3,15489,100,1,-1,1,1313,168.1,1,"-37.84136,144.96379",-37.84136:144.96379
1269758135,17:35:31,-37.84082,144.96367,4,17477,100,1,1,1,1375,202.6,1,"-37.84082,144.96367",-37.84082:144.96367
1269758136,17:35:32,-37.84018,144.96367,5,15651,74,1,3,0,1421,215.5,1,"-37.84018,144.96367",-37.84018:144.96367
1269758137,17:35:34,-37.83931,144.96446,5,17398,100,1,1,1,1563,237.5,1,"-37.83931,144.96446",-37.83931:144.96446
1269758139,17:35:36,-37.83874,144.96588,6,17006,100,1,0,0,1698,264.5,1,"-37.83874,144.96588",-37.83874:144.96588
1269758141,17:35:37,-37.83852,144.9668,6,14464,1,65,0,-3,1781,256,1,"-37.83852,144.9668",-37.83852:144.9668
1269758142,17:35:38,-37.83824,144.9673,3,15424,1,31,2,-1,1840,172.4,1,"-37.83824,144.9673",-37.83824:144.9673
1269758143,17:35:40,-37.83807,144.96782,3,12677,8,1,2,0,1883,134.7,1,"-37.83807,144.96782",-37.83807:144.96782
1269758144,17:35:40,-37.83812,144.96812,3,13665,57,1,2,1,1911,130.9,1,"-37.83812,144.96812",-37.83812:144.96812
1269758145,17:35:41,-37.83827,144.96841,3,16680,100,1,-2,1,1942,155.3,1,"-37.83827,144.96841",-37.83827:144.96841
1269758146,17:35:42,-37.8385,144.96898,4,16799,100,1,-1,1,1999,192.5,1,"-37.8385,144.96898",-37.8385:144.96898
1269758147,17:35:43,-37.83859,144.96976,5,17361,100,1,2,0,2043,214.7,1,"-37.83859,144.96976",-37.83859:144.96976
1269758148,17:35:44,-37.83879,144.97057,5,17446,100,1,2,1,2115,236.9,1,"-37.83879,144.97057",-37.83879:144.97057
1269758149,17:35:45,-37.83907,144.97079,6,15969,100,1,2,0,2167,248.8,1,"-37.83907,144.97079",-37.83907:144.97079
1269758150,17:35:46,-37.8397,144.97136,6,16799,100,1,2,0,2248,260.7,1,"-37.8397,144.97136",-37.8397:144.97136
1269758151,17:35:48,-37.84102,144.97179,6,12945,0,66,0,-3,2418,260.3,1,"-37.84102,144.97179",-37.84102:144.97179
1269758153,17:35:49,-37.84148,144.97191,4,12850,0,48,0,-2,2461,198.6,1,"-37.84148,144.97191",-37.84148:144.97191
1269758154,17:35:50,-37.84181,144.97198,2,13179,0,21,1,-1,2494,136.8,1,"-37.84181,144.97198",-37.84181:144.97198
1269758155,17:35:51,-37.84216,144.97195,2,12368,16,1,2,0,2541,106.8,1,"-37.84216,144.97195",-37.84216:144.97195
1269758156,17:35:52,-37.84237,144.97166,2,16137,77,1,-1,1,2565,118.7,1,"-37.84237,144.97166",-37.84237:144.97166
1269758157,17:35:53,-37.84251,144.97137,3,15251,81,1,-2,1,2593,144.6,1,"-37.84251,144.97137",-37.84251:144.97137
1269758158,17:35:54,-37.84274,144.97099,4,15378,100,1,-1,1,2645,181.5,1,"-37.84274,144.97099",-37.84274:144.97099
1269758159,17:35:55,-37.84327,144.97084,4,17613,100,1,0,1,2707,203.8,1,"-37.84327,144.97084",-37.84327:144.97084
1269758160,17:35:56,-37.84393,144.97066,5,17306,100,1,-1,1,2779,234.1,1,"-37.84393,144.97066",-37.84393:144.97066
1269758161,17:35:57,-37.84441,144.97063,6,15908,100,1,-1,0,2831,246.8,1,"-37.84441,144.97063",-37.84441:144.97063
1269758162,17:35:58,-37.84517,144.97066,6,16937,100,1,-1,1,2912,262.1,1,"-37.84517,144.97066",-37.84517:144.97066
1269758163,17:35:59,-37.84569,144.97079,6,17383,100,1,-1,0,2969,271.9,1,"-37.84569,144.97079",-37.84569:144.97079
1269758164,17:36:00,-37.84644,144.97122,7,16375,100,1,-1,0,3086,281.3,1,"-37.84644,144.97122",-37.84644:144.97122
1269758165,17:36:02,-37.84757,144.9726,7,15410,0,71,0,-3,3238,290.5,1,"-37.84757,144.9726",-37.84757:144.9726
1269758167,17:36:03,-37.84792,144.97284,5,15151,3,6,-3,0,3288,231.8,1,"-37.84792,144.97284",-37.84792:144.97284
1269758168,17:36:04,-37.84814,144.97359,5,14863,72,1,-2,0,3355,206.6,1,"-37.84814,144.97359",-37.84814:144.97359
1269758169,17:36:05,-37.84808,144.97411,5,15143,52,1,2,0,3399,212.7,1,"-37.84808,144.97411",-37.84808:144.97411
1269758170,17:36:06,-37.84817,144.97488,5,15955,100,1,2,0,3466,215.3,1,"-37.84817,144.97488",-37.84817:144.97488
1269758171,17:36:07,-37.84842,144.97557,5,15485,100,1,0,0,3513,229.1,1,"-37.84842,144.97557",-37.84842:144.97557
1269758172,17:36:08,-37.8489,144.97603,6,16036,100,1,0,0,3589,247.8,1,"-37.8489,144.97603",-37.8489:144.97603
1269758173,17:36:09,-37.84944,144.97675,6,16839,100,1,1,0,3671,261.1,1,"-37.84944,144.97675",-37.84944:144.97675
1269758174,17:36:10,-37.84964,144.97697,6,17523,100,1,1,0,3756,273.1,1,"-37.84964,144.97697",-37.84964:144.97697
1269758175,17:36:11,-37.85034,144.97755,7,16357,100,1,1,0,3815,281.1,1,"-37.85034,144.97755",-37.85034:144.97755
1269758176,17:36:13,-37.85114,144.97795,7,16424,100,1,0,0,3905,286.8,1,"-37.85114,144.97795",-37.85114:144.97795
1269758177,17:36:13,-37.8517,144.97827,7,16846,0,68,0,-3,3996,291.7,1,"-37.8517,144.97827",-37.8517:144.97827
1269758178,17:36:14,-37.85222,144.97836,7,13934,0,64,0,-3,4043,226.7,1,"-37.85222,144.97836",-37.85222:144.97836
1269758179,17:36:15,-37.8529,144.97855,3,12084,6,1,2,0,4092,138.7,1,"-37.8529,144.97855",-37.8529:144.97855
1269758180,17:36:16,-37.85314,144.97845,3,12620,39,1,2,0,4119,124.9,1,"-37.85314,144.97845",-37.85314:144.97845
1269758181,17:36:17,-37.85331,144.97823,3,15483,92,1,0,1,4161,140.8,1,"-37.85331,144.97823",-37.85331:144.97823
1269758182,17:36:18,-37.85344,144.97768,3,17130,100,1,0,1,4195,168.8,1,"-37.85344,144.97768",-37.85344:144.97768
1269758183,17:36:19,-37.85363,144.97699,4,16710,100,1,0,1,4279,208,1,"-37.85363,144.97699",-37.85363:144.97699
1269758184,17:36:20,-37.85386,144.97647,4,15191,0,26,2,-1,4302,214.2,1,"-37.85386,144.97647",-37.85386:144.97647
1269758185,17:36:21,-37.85386,144.97578,4,14553,48,1,3,0,4381,177.7,1,"-37.85386,144.97578",-37.85386:144.97578
1269758186,17:36:22,-37.85366,144.9754,4,15659,84,1,2,1,4419,180.6,1,"-37.85366,144.9754",-37.85366:144.9754
1269758187,17:36:23,-37.85316,144.97499,4,15735,100,1,0,1,4481,209.6,1,"-37.85316,144.97499",-37.85316:144.97499
1269758188,17:36:24,-37.85296,144.97479,5,14094,0,43,-1,-2,4527,218.2,1,"-37.85296,144.97479",-37.85296:144.97479
1269758189,17:36:25,-37.85245,144.97449,2,12571,0,30,-1,-1,4579,136.6,1,"-37.85245,144.97449",-37.85245:144.97449
1269758190,17:36:26,-37.85217,144.97421,2,9566,0,1,-2,0,4612,95.4,1,"-37.85217,144.97421",-37.85217:144.97421
1269758191,17:36:28,-37.85213,144.974,2,10546,34,1,-2,1,4639,80.5,1,"-37.85213,144.974",-37.85213:144.974
1269758192,17:36:28,-37.85223,144.97382,2,13520,63,1,-1,1,4669,97.6,1,"-37.85223,144.97382",-37.85223:144.97382
1269758193,17:36:29,-37.85241,144.97368,3,14104,83,1,2,0,4682,128.6,1,"-37.85241,144.97368",-37.85241:144.97368
1269758194,17:36:30,-37.85264,144.97333,3,14960,56,1,2,0,4728,148.5,1,"-37.85264,144.97333",-37.85264:144.97333
1269758195,17:36:31,-37.85283,144.97278,3,16444,70,1,3,1,4777,159.6,1,"-37.85283,144.97278",-37.85283:144.97278
1269758196,17:36:32,-37.85272,144.97237,3,15378,100,1,2,1,4813,171.5,1,"-37.85272,144.97237",-37.85272:144.97237
1269758197,17:36:33,-37.85249,144.97197,4,15423,100,1,1,1,4875,204.6,1,"-37.85249,144.97197",-37.85249:144.97197
1269758198,17:36:34,-37.85218,144.97159,5,16984,100,1,0,1,4922,225.9,1,"-37.85218,144.97159",-37.85218:144.97159
1269758199,17:36:35,-37.8515,144.97075,6,16207,100,1,0,0,5024,250.9,1,"-37.8515,144.97075",-37.8515:144.97075
1269758201,17:36:36,-37.85113,144.97029,6,16987,100,1,0,1,5079,262.4,1,"-37.85113,144.97029",-37.85113:144.97029
1269758202,17:36:37,-37.85074,144.96957,6,17623,100,1,0,0,5165,274.8,1,"-37.85074,144.96957",-37.85074:144.96957
1269758203,17:36:39,-37.84954,144.96831,7,16825,100,1,0,-1,84,289.5,2,"-37.84954,144.96831",-37.84954:144.96831
1269758204,17:36:40,-37.84912,144.96779,7,17123,100,1,0,0,177,293.7,2,"-37.84912,144.96779",-37.84912:144.96779
1269758205,17:36:42,-37.84831,144.96654,4,15993,0,56,1,-2,314,218.5,2,"-37.84831,144.96654",-37.84831:144.96654
1269758207,17:36:43,-37.8479,144.96613,3,13331,9,1,2,0,364,148.9,2,"-37.8479,144.96613",-37.8479:144.96613
1269758208,17:36:44,-37.84751,144.96605,3,13990,54,1,2,1,393,139.1,2,"-37.84751,144.96605",-37.84751:144.96605
1269758209,17:36:46,-37.8467,144.9662,4,16562,100,1,-2,1,481,188,2,"-37.8467,144.9662",-37.8467:144.9662
1269758211,17:36:47,-37.84632,144.96594,5,16092,100,1,-1,1,546,215.1,2,"-37.84632,144.96594",-37.84632:144.96594
1269758212,17:36:48,-37.84581,144.96536,5,17213,100,1,0,1,593,232,2,"-37.84581,144.96536",-37.84581:144.96536
1269758213,17:36:50,-37.84494,144.96443,6,16279,100,1,0,0,753,264,2,"-37.84494,144.96443",-37.84494:144.96443
1269758215,17:36:52,-37.84388,144.96332,7,16370,100,1,1,0,899,284,2,"-37.84388,144.96332",-37.84388:144.96332
1269758217,17:36:53,-37.84318,144.96274,7,12637,0,62,0,-3,985,246.6,2,"-37.84318,144.96274",-37.84318:144.96274
1269758218,17:36:54,-37.84284,144.96236,3,14683,0,44,1,-2,1026,172.8,2,"-37.84284,144.96236",-37.84284:144.96236
1269758219,17:36:55,-37.84258,144.96222,2,11438,0,15,1,-1,1069,116.9,2,"-37.84258,144.96222",-37.84258:144.96222
1269758220,17:36:56,-37.84228,144.9622,2,9938,3,1,2,0,1100,92.6,2,"-37.84228,144.9622",-37.84228:144.9622
1269758221,17:36:57,-37.84208,144.96234,2,11868,47,1,1,1,1118,87.6,2,"-37.84208,144.96234",-37.84208:144.96234
1269758222,17:36:58,-37.84203,144.96257,2,15649,80,1,0,1,1150,111.5,2,"-37.84203,144.96257",-37.84203:144.96257
1269758223,17:36:59,-37.84203,144.96306,3,14362,40,1,-2,0,1178,148.2,2,"-37.84203,144.96306",-37.84203:144.96306
1269758224,17:37:00,-37.8419,144.96356,3,13458,7,1,-2,0,1240,146.9,2,"-37.8419,144.96356",-37.8419:144.96356
1269758225,17:37:01,-37.84168,144.96375,3,14964,67,1,-2,1,1270,141.5,2,"-37.84168,144.96375",-37.84168:144.96375
1269758226,17:37:02,-37.84124,144.96379,3,17457,100,1,-1,1,1320,163.4,2,"-37.84124,144.96379",-37.84124:144.96379
1269758227,17:37:03,-37.84106,144.96373,4,16275,100,1,1,1,1340,191.8,2,"-37.84106,144.96373",-37.84106:144.96373
1269758228,17:37:04,-37.84025,144.96365,5,15570,54,1,2,0,1428,219.4,2,"-37.84025,144.96365",-37.84025:144.96365
1269758229,17:37:05,-37.83984,144.9639,5,15854,97,1,3,0,1474,214.2,2,"-37.83984,144.9639",-37.83984:144.9639
1269758230,17:37:06,-37.83936,144.96454,5,17253,100,1,1,1,1545,232,2,"-37.83936,144.96454",-37.83936:144.96454
1269758231,17:37:07,-37.8391,144.96506,6,17594,100,1,1,0,1596,246.6,2,"-37.8391,144.96506",-37.8391:144.96506
1269758232,17:37:08,-37.83876,144.96596,6,17011,100,1,0,0,1677,263,2,"-37.83876,144.96596",-37.83876:144.96596
1269758233,17:37:09,-37.83855,144.96626,6,14921,5,42,-1,-3,1762,273.4,2,"-37.83855,144.96626",-37.83855:144.96626
1269758234,17:37:10,-37.83822,144.96712,3,14006,0,50,0,-2,1828,192.1,2,"-37.83822,144.96712",-37.83822:144.96712
1269758235,17:37:11,-37.83807,144.96768,3,12213,4,0,2,0,1859,138.4,2,"-37.83807,144.96768",-37.83807:144.96768
1269758236,17:37:12,-37.83805,144.96817,3,13463,57,1,2,1,1900,129.3,2,"-37.83805,144.96817",-37.83805:144.96817
1269758237,17:37:14,-37.83847,144.96886,4,16553,100,1,-1,1,1984,188.2,2,"-37.83847,144.96886",-37.83847:144.96886
1269758239,17:37:15,-37.83857,144.96933,4,15604,100,1,1,-1,2026,207,2,"-37.83857,144.96933",-37.83857:144.96933
1269758240,17:37:16,-37.83875,144.97014,5,17303,100,1,2,0,2097,233,2,"-37.83875,144.97014",-37.83875:144.97014
1269758241,17:37:17,-37.839,144.9709,6,16068,100,1,2,0,2148,247.4,2,"-37.839,144.9709",-37.839:144.9709
1269758242,17:37:18,-37.83961,144.97144,6,16906,100,1,2,0,2256,260.5,2,"-37.83961,144.97144",-37.83961:144.97144
1269758243,17:37:20,-37.84092,144.97185,6,14489,0,59,0,-3,2400,281.1,2,"-37.84092,144.97185",-37.84092:144.97185
1269758245,17:37:21,-37.84142,144.97189,6,12993,0,49,0,-2,2450,206.9,2,"-37.84142,144.97189",-37.84142:144.97189
1269758246,17:37:22,-37.84192,144.97203,2,12999,0,19,2,-1,2500,132.8,2,"-37.84192,144.97203",-37.84192:144.97203
1269758247,17:37:23,-37.84213,144.97192,2,12617,14,1,2,0,2535,107.5,2,"-37.84213,144.97192",-37.84213:144.97192
1269758248,17:37:24,-37.84235,144.97159,2,16251,76,1,-1,1,2558,116.6,2,"-37.84235,144.97159",-37.84235:144.97159
1269758249,17:37:25,-37.84248,144.9713,3,15054,70,1,-2,1,2601,145.6,2,"-37.84248,144.9713",-37.84248:144.9713
1269758250,17:37:26,-37.84283,144.97104,3,15760,97,1,-2,1,2617,170.5,2,"-37.84283,144.97104",-37.84283:144.97104
1269758251,17:37:28,-37.84383,144.97081,5,17709,100,1,-1,1,2764,228.6,2,"-37.84383,144.97081",-37.84383:144.97081
1269758253,17:37:29,-37.84431,144.97063,6,16148,100,1,-1,0,2815,247.9,2,"-37.84431,144.97063",-37.84431:144.97063
1269758254,17:37:30,-37.84507,144.97067,6,16889,100,1,-2,1,2896,262.4,2,"-37.84507,144.97067",-37.84507:144.97067
1269758255,17:37:31,-37.8456,144.97084,6,17530,100,1,-2,0,2982,273.9,2,"-37.8456,144.97084",-37.8456:144.97084
1269758256,17:37:32,-37.84636,144.97112,7,16344,100,1,-1,0,3070,280.4,2,"-37.84636,144.97112",-37.84636:144.97112
1269758257,17:37:34,-37.84748,144.97223,7,15812,100,1,0,-3,3222,290.2,2,"-37.84748,144.97223",-37.84748:144.97223
1269758259,17:37:37,-37.84806,144.97429,5,15302,60,1,3,0,3410,212.9,2,"-37.84806,144.97429",-37.84806:144.97429
1269758262,17:37:38,-37.84812,144.97482,5,15335,92,1,2,0,3456,215.6,2,"-37.84812,144.97482",-37.84812:144.97482
1269758263,17:37:39,-37.84852,144.97552,5,17013,100,1,0,1,3528,232.8,2,"-37.84852,144.97552",-37.84852:144.97552
1269758264,17:37:40,-37.84885,144.97598,6,16116,100,1,0,0,3579,247,2,"-37.84885,144.97598",-37.84885:144.97598
1269758265,17:37:41,-37.84939,144.97668,6,16985,100,1,1,0,3689,262.3,2,"-37.84939,144.97668",-37.84939:144.97668
1269758266,17:37:42,-37.84959,144.97713,6,17487,100,1,2,0,3746,271,2,"-37.84959,144.97713",-37.84959:144.97713
1269758267,17:37:43,-37.85029,144.97766,7,16384,100,1,1,0,3835,282,2,"-37.85029,144.97766",-37.85029:144.97766
1269758268,17:37:44,-37.85109,144.97792,7,16654,100,1,0,0,3896,286.6,2,"-37.85109,144.97792",-37.85109:144.97792
1269758269,17:37:46,-37.8522,144.97842,7,14199,0,78,0,-3,4039,232.8,2,"-37.8522,144.97842",-37.8522:144.97842
1269758271,17:37:48,-37.85303,144.97849,3,12624,43,1,2,0,4117,125.3,2,"-37.85303,144.97849",-37.85303:144.97849
1269758273,17:37:49,-37.85332,144.9781,3,15344,100,1,0,1,4158,139.2,2,"-37.85332,144.9781",-37.85332:144.9781
1269758274,17:37:50,-37.8535,144.97774,3,14326,100,1,0,1,4191,168,2,"-37.8535,144.97774",-37.8535:144.97774
1269758275,17:37:51,-37.85371,144.97707,4,14619,100,1,0,2,4274,206.8,2,"-37.85371,144.97707",-37.85371:144.97707
1269758276,17:37:52,-37.85379,144.97655,4,15459,0,27,2,-1,4297,215.3,2,"-37.85379,144.97655",-37.85379:144.97655
1269758277,17:37:53,-37.85386,144.97586,4,14614,50,1,3,0,4377,178.1,2,"-37.85386,144.97586",-37.85386:144.97586
1269758278,17:37:54,-37.85379,144.97546,4,15572,77,1,2,1,4414,181,2,"-37.85379,144.97546",-37.85379:144.97546
1269758279,17:37:56,-37.85278,144.97484,5,14386,0,50,-1,-2,4522,222.3,2,"-37.85278,144.97484",-37.85278:144.97484
1269758281,17:37:57,-37.85246,144.97462,2,12755,0,42,-1,-1,4576,141.1,2,"-37.85246,144.97462",-37.85246:144.97462
1269758282,17:37:58,-37.85218,144.97435,2,9717,0,9,-2,-1,4599,100.3,2,"-37.85218,144.97435",-37.85218:144.97435
1269758283,17:37:59,-37.85213,144.97404,2,10243,27,1,-2,0,4636,79.6,2,"-37.85213,144.97404",-37.85213:144.97404
1269758284,17:38:00,-37.85223,144.97379,2,12737,57,1,-1,1,4654,89.8,2,"-37.85223,144.97379",-37.85223:144.97379
1269758285,17:38:02,-37.85271,144.9734,3,14842,49,1,2,0,4721,147.6,2,"-37.85271,144.9734",-37.85271:144.9734
1269758287,17:38:03,-37.85282,144.97285,3,16207,65,1,3,1,4770,159.6,2,"-37.85282,144.97285",-37.85282:144.97285
1269758288,17:38:04,-37.85279,144.97244,3,15459,93,1,2,0,4805,172.8,2,"-37.85279,144.97244",-37.85279:144.97244
1269758289,17:38:05,-37.8525,144.97186,4,17551,100,1,1,1,4844,200.7,2,"-37.8525,144.97186",-37.8525:144.97186
1269758290,17:38:06,-37.8522,144.97148,5,16813,100,1,0,0,4935,224.9,2,"-37.8522,144.97148",-37.8522:144.97148
1269758291,17:38:07,-37.8517,144.97086,5,16061,100,1,0,0,4960,244.7,2,"-37.8517,144.97086",-37.8517:144.97086
1269758292,17:38:08,-37.85116,144.9704,6,16787,100,1,0,0,5067,260.8,2,"-37.85116,144.9704",-37.85116:144.9704
1269758294,17:38:10,-37.85019,144.96919,7,16413,100,1,0,0,12,281.8,3,"-37.85019,144.96919",-37.85019:144.96919
1269758295,17:38:11,-37.84958,144.96843,7,16738,100,1,0,0,72,289.3,3,"-37.84958,144.96843",-37.84958:144.96843
1269758296,17:38:12,-37.84917,144.96764,7,16989,100,1,0,0,165,294,3,"-37.84917,144.96764",-37.84917:144.96764
1269758297,17:38:14,-37.84819,144.96645,4,13132,0,46,1,-2,306,201.9,3,"-37.84819,144.96645",-37.84819:144.96645
1269758299,17:38:15,-37.84793,144.96629,3,13767,8,1,2,-1,342,152.8,3,"-37.84793,144.96629",-37.84793:144.96629
1269758300,17:38:16,-37.84754,144.96605,3,14438,55,1,1,1,388,139.5,3,"-37.84754,144.96605",-37.84754:144.96605
1269758301,17:38:17,-37.84725,144.96616,3,14525,93,1,-2,1,435,161.8,3,"-37.84725,144.96616",-37.84725:144.96616
1269758302,17:38:18,-37.84673,144.96617,4,16991,100,1,-2,1,494,194.2,3,"-37.84673,144.96617",-37.84673:144.96617
1269758303,17:38:19,-37.84634,144.96597,4,15900,100,1,-2,1,538,211.3,3,"-37.84634,144.96597",-37.84634:144.96597
1269758304,17:38:20,-37.84583,144.96561,5,17291,100,1,0,1,610,233.1,3,"-37.84583,144.96561",-37.84583:144.96561
1269758305,17:38:22,-37.84533,144.96468,6,16636,100,1,0,0,716,257.9,3,"-37.84533,144.96468",-37.84533:144.96468
1269758307,17:38:23,-37.84455,144.96378,6,17638,100,1,0,0,830,274.5,3,"-37.84455,144.96378",-37.84455:144.96378
1269758308,17:38:25,-37.84389,144.96313,7,16576,100,1,1,0,920,285.5,3,"-37.84389,144.96313",-37.84389:144.96313
1269758309,17:38:25,-37.84341,144.96275,7,13420,0,61,0,-3,977,264.9,3,"-37.84341,144.96275",-37.84341:144.96275
1269758310,17:38:26,-37.84285,144.96246,4,14043,0,50,0,-2,1021,190.6,3,"-37.84285,144.96246",-37.84285:144.96246
1269758311,17:38:27,-37.84272,144.96228,2,12820,0,27,1,-1,1053,122.3,3,"-37.84272,144.96228",-37.84272:144.96228
1269758312,17:38:28,-37.8424,144.96217,2,9806,2,1,2,0,1087,95.4,3,"-37.8424,144.96217",-37.8424:144.96217
1269758313,17:38:29,-37.84216,144.96233,2,10956,36,1,1,1,1114,84.9,3,"-37.84216,144.96233",-37.84216:144.96233
1269758314,17:38:30,-37.84204,144.96269,2,15445,75,1,1,1,1158,110.7,3,"-37.84204,144.96269",-37.84204:144.96269
1269758315,17:38:31,-37.84204,144.96286,3,14046,43,1,-2,0,1172,140.9,3,"-37.84204,144.96286",-37.84204:144.96286
1269758316,17:38:32,-37.84186,144.96355,3,13791,15,1,-1,0,1234,146.2,3,"-37.84186,144.96355",-37.84186:144.96355
1269758317,17:38:33,-37.84175,144.96367,3,14054,47,1,-2,1,1264,140.5,3,"-37.84175,144.96367",-37.84175:144.96367
1269758318,17:38:34,-37.84132,144.96381,3,17660,100,1,-1,1,1313,166.7,3,"-37.84132,144.96381",-37.84132:144.96381
1269758319,17:38:35,-37.84097,144.96371,4,16968,100,1,1,1,1353,195,3,"-37.84097,144.96371",-37.84097:144.96371
1269758320,17:38:36,-37.84035,144.96368,5,15533,53,1,3,0,1420,220.3,3,"-37.84035,144.96368",-37.84035:144.96368
1269758321,17:38:38,-37.83942,144.96428,5,17160,100,1,1,1,1537,231.1,3,"-37.83942,144.96428",-37.83942:144.96428
1269758323,17:38:40,-37.83883,144.96564,6,16937,100,1,0,0,1696,262.2,3,"-37.83883,144.96564",-37.83883:144.96564
1269758325,17:38:41,-37.83862,144.96658,6,16061,100,8,-1,-3,1753,270.5,3,"-37.83862,144.96658",-37.83862:144.96658
1269758326,17:38:42,-37.83831,144.96715,6,15764,0,57,0,-2,1824,211.3,3,"-37.83831,144.96715",-37.83831:144.96715
1269758327,17:38:43,-37.83809,144.9677,3,12462,4,3,2,-1,1870,141.6,3,"-37.83809,144.9677",-37.83809:144.9677
1269758328,17:38:44,-37.83814,144.96819,3,13489,57,1,1,1,1898,130.4,3,"-37.83814,144.96819",-37.83814:144.96819
1269758330,17:38:46,-37.83839,144.96886,4,16038,100,1,-2,1,1982,180.9,3,"-37.83839,144.96886",-37.83839:144.96886
1269758331,17:38:47,-37.83858,144.96959,4,16196,100,1,2,1,2046,210.2,3,"-37.83858,144.96959",-37.83858:144.96959
1269758332,17:38:48,-37.83875,144.97041,5,17446,100,1,2,0,2119,234.9,3,"-37.83875,144.97041",-37.83875:144.97041
1269758333,17:38:49,-37.83916,144.9709,6,16189,100,1,2,0,2171,250.9,3,"-37.83916,144.9709",-37.83916:144.9709
1269758334,17:38:50,-37.83981,144.97144,6,16856,100,1,2,0,2253,263.2,3,"-37.83981,144.97144",-37.83981:144.97144
1269758335,17:38:52,-37.84088,144.97176,6,14559,0,69,0,-3,2397,280.8,3,"-37.84088,144.97176",-37.84088:144.97176
1269758337,17:38:53,-37.84159,144.97191,4,14107,0,52,0,-2,2468,192.5,3,"-37.84159,144.97191",-37.84159:144.97191
1269758338,17:38:54,-37.8419,144.97198,2,13212,0,22,1,-1,2499,138,3,"-37.8419,144.97198",-37.8419:144.97198
1269758339,17:38:55,-37.84222,144.97191,2,12480,100,1,2,0,2535,108.5,3,"-37.84222,144.97191",-37.84222:144.97191
1269758340,17:38:56,-37.84236,144.97171,2,15347,71,1,0,1,2570,112.7,3,"-37.84236,144.97171",-37.84236:144.97171
1269758341,17:38:58,-37.84269,144.97115,3,15925,92,1,-2,1,2633,166.9,3,"-37.84269,144.97115",-37.84269:144.97115
1269758343,17:38:59,-37.84319,144.97081,4,15135,92,1,0,1,2694,200.4,3,"-37.84319,144.97081",-37.84319:144.97081
1269758344,17:39:00,-37.84383,144.97072,5,17164,100,1,-1,1,2764,230.2,3,"-37.84383,144.97072",-37.84383:144.97072
1269758345,17:39:01,-37.84456,144.97063,6,16350,100,1,-1,0,2815,251.8,3,"-37.84456,144.97063",-37.84456:144.97063
1269758346,17:39:02,-37.84507,144.97064,6,16357,100,1,-1,0,2925,263.7,3,"-37.84507,144.97064",-37.84507:144.97064
1269758347,17:39:03,-37.84586,144.97086,6,17592,100,1,-1,0,2982,274.3,3,"-37.84586,144.97086",-37.84586:144.97086
1269758348,17:39:04,-37.84637,144.97115,7,16422,100,1,-1,0,3071,281.1,3,"-37.84637,144.97115",-37.84637:144.97115
1269758349,17:39:05,-37.84707,144.97177,7,16279,100,1,-1,0,3161,286.4,3,"-37.84707,144.97177",-37.84707:144.97177
1269758351,17:39:07,-37.84798,144.97305,5,15265,15,1,-3,0,3301,225.2,3,"-37.84798,144.97305",-37.84798:144.97305
