file,timestamp,NGPSLatitude,NGPSLongitude,NGear,nEngine,rThrottlePedal,pBrakeF,gLat,gLong,sLap,vCar,Lap,lat/lng,latlng
1269758978,17:49:34,-37.83905,144.97081,6,16137,100,1,2,0,2159,247.2,10,"-37.83905,144.97081",-37.83905:144.97081
1269758979,17:49:35,-37.83969,144.97137,6,16941,100,1,2,0,2241,260.9,10,"-37.83969,144.97137",-37.83969:144.97137
1269758980,17:49:36,-37.84021,144.97159,6,17449,100,1,1,0,2297,270.6,10,"-37.84021,144.97159",-37.84021:144.97159
1269758981,17:49:37,-37.84076,144.97173,6,15663,0,64,0,-4,2385,280.1,10,"-37.84076,144.97173",-37.84076:144.97173
1269758982,17:49:38,-37.84129,144.97189,6,15608,0,54,0,-2,2438,215.5,10,"-37.84129,144.97189",-37.84129:144.97189
1269758983,17:49:40,-37.84218,144.97192,2,12894,4,1,3,0,2529,112.6,10,"-37.84218,144.97192",-37.84218:144.97192
1269758985,17:49:41,-37.84233,144.97174,2,15226,66,1,0,0,2563,111.6,10,"-37.84233,144.97174",-37.84233:144.97174
1269758986,17:49:43,-37.84277,144.97133,3,15762,100,1,-2,1,2642,166.1,10,"-37.84277,144.97133",-37.84277:144.97133
1269758988,17:49:44,-37.84311,144.97089,4,17533,100,1,0,1,2704,200.5,10,"-37.84311,144.97089",-37.84311:144.97089
1269758989,17:49:45,-37.84374,144.97069,4,16422,100,1,-1,1,2751,228.3,10,"-37.84374,144.97069",-37.84374:144.97069
1269758990,17:49:46,-37.84446,144.97063,6,16148,100,1,-1,0,2828,247.5,10,"-37.84446,144.97063",-37.84446:144.97063
1269758991,17:49:47,-37.84524,144.9707,6,16991,100,1,-1,0,2910,263.1,10,"-37.84524,144.9707",-37.84524:144.9707
1269758992,17:49:48,-37.84576,144.97083,6,17559,100,1,-1,0,2967,273.3,10,"-37.84576,144.97083",-37.84576:144.97083
1269758993,17:49:49,-37.84626,144.97105,7,16419,100,1,-2,0,3055,280.9,10,"-37.84626,144.97105",-37.84626:144.97105
1269758994,17:49:50,-37.84695,144.97162,7,16655,100,1,-1,0,3146,287.5,10,"-37.84695,144.97162",-37.84695:144.97162
1269758995,17:49:51,-37.84738,144.97243,7,16373,100,1,0,0,3207,291.9,10,"-37.84738,144.97243",-37.84738:144.97243
1269758996,17:49:52,-37.84793,144.97298,5,15412,4,12,-3,-1,3288,238,10,"-37.84793,144.97298",-37.84793:144.97298
1269758997,17:49:53,-37.84809,144.97348,5,15105,56,1,-4,0,3311,212.1,10,"-37.84809,144.97348",-37.84809:144.97348
1269758998,17:49:54,-37.84805,144.97427,5,15261,64,1,3,0,3400,212.1,10,"-37.84805,144.97427",-37.84805:144.97427
1269758999,17:49:55,-37.84805,144.97479,5,15499,90,1,3,1,3445,213,10,"-37.84805,144.97479",-37.84805:144.97479
1269759000,17:49:58,-37.8493,144.97665,6,16917,100,1,1,0,3645,260.8,10,"-37.8493,144.97665",-37.8493:144.97665
1269759003,17:49:59,-37.84971,144.9771,6,17288,100,1,1,0,3729,270.1,10,"-37.84971,144.9771",-37.84971:144.9771
1269759004,17:50:00,-37.85043,144.97765,6,16469,100,1,1,0,3817,279.8,10,"-37.85043,144.97765",-37.85043:144.97765
1269759005,17:50:01,-37.85096,144.97789,7,16571,100,1,0,0,3907,284.4,10,"-37.85096,144.97789",-37.85096:144.97789
1269759006,17:50:03,-37.85226,144.97839,7,14510,6,50,0,-2,4018,216.4,10,"-37.85226,144.97839",-37.85226:144.97839
1269759008,17:50:04,-37.85261,144.97852,3,15570,0,19,2,-1,4071,154,10,"-37.85261,144.97852",-37.85261:144.97852
1269759009,17:50:05,-37.85302,144.97853,2,14219,21,1,2,0,4112,127.2,10,"-37.85302,144.97853",-37.85302:144.97853
1269759010,17:50:06,-37.85331,144.97826,3,13956,62,1,1,1,4153,131,10,"-37.85331,144.97826",-37.85331:144.97826
1269759011,17:50:07,-37.85343,144.97794,3,16496,100,1,0,1,4185,156.3,10,"-37.85343,144.97794",-37.85343:144.97794
1269759012,17:50:08,-37.85362,144.97729,4,17238,100,1,0,1,4243,196.6,10,"-37.85362,144.97729",-37.85362:144.97729
1269759013,17:50:09,-37.85378,144.97681,5,15616,0,41,1,-1,4288,220.3,10,"-37.85378,144.97681",-37.85378:144.97681
1269759014,17:50:10,-37.85391,144.9761,4,14546,29,1,3,0,4349,181.3,10,"-37.85391,144.9761",-37.85391:144.9761
1269759015,17:50:12,-37.85342,144.97517,4,17150,100,1,2,1,4466,193.5,10,"-37.85342,144.97517",-37.85342:144.97517
1269759017,17:50:13,-37.85304,144.97496,5,17439,100,12,-1,-2,4511,216.7,10,"-37.85304,144.97496",-37.85304:144.97496
1269759018,17:50:14,-37.85265,144.97464,3,12764,0,47,0,-2,4552,170.3,10,"-37.85265,144.97464",-37.85265:144.97464
1269759019,17:50:15,-37.85227,144.97446,2,10606,0,21,-1,-1,4594,113.8,10,"-37.85227,144.97446",-37.85227:144.97446
1269759020,17:50:16,-37.85211,144.97414,2,9677,16,1,-2,0,4622,82.7,10,"-37.85211,144.97414",-37.85211:144.97414
1269759021,17:50:17,-37.85213,144.97394,2,11836,38,1,-2,1,4639,84.1,10,"-37.85213,144.97394",-37.85213:144.97394
1269759022,17:50:18,-37.85234,144.97369,2,15933,83,1,1,1,4670,112,10,"-37.85234,144.97369",-37.85234:144.97369
1269759023,17:50:19,-37.85255,144.97353,3,14038,74,1,2,0,4697,141.9,10,"-37.85255,144.97353",-37.85255:144.97353
1269759024,17:50:20,-37.8528,144.97307,3,14244,55,1,2,0,4743,145.9,10,"-37.8528,144.97307",-37.8528:144.97307
1269759025,17:50:21,-37.85279,144.9725,3,16629,79,1,2,1,4792,159.9,10,"-37.85279,144.9725",-37.85279:144.9725
1269759026,17:50:22,-37.85273,144.97231,4,16194,100,1,1,1,4829,180.1,10,"-37.85273,144.97231",-37.85273:144.97231
1269759027,17:50:24,-37.85189,144.97113,5,17556,100,1,0,1,4966,235.5,10,"-37.85189,144.97113",-37.85189:144.97113
1269759029,17:50:25,-37.85137,144.97069,6,16384,100,1,0,0,5046,254.2,10,"-37.85137,144.97069",-37.85137:144.97069
1269759030,17:50:26,-37.85099,144.97,6,17228,100,1,0,0,5102,266.8,10,"-37.85099,144.97",-37.85099:144.97
1269759031,17:50:27,-37.85041,144.96927,6,17261,100,1,0,0,5189,278.6,10,"-37.85041,144.96927",-37.85041:144.96927
1269759032,17:50:28,-37.85001,144.96877,7,16499,100,1,0,0,21,285.6,11,"-37.85001,144.96877",-37.85001:144.96877
1269759033,17:50:30,-37.84939,144.96799,7,16970,100,1,0,0,144,293.8,11,"-37.84939,144.96799",-37.84939:144.96799
1269759034,17:50:30,-37.84897,144.96745,7,17233,100,1,0,0,175,296.4,11,"-37.84897,144.96745",-37.84897:144.96745
1269759035,17:50:32,-37.84806,144.96635,3,14125,0,38,1,-1,330,185.9,11,"-37.84806,144.96635",-37.84806:144.96635
1269759037,17:50:33,-37.8477,144.96608,3,13536,25,1,2,0,377,141.1,11,"-37.8477,144.96608",-37.8477:144.96608
1269759038,17:50:34,-37.84742,144.96609,3,15626,84,1,0,1,422,143.9,11,"-37.84742,144.96609",-37.84742:144.96609
1269759039,17:50:36,-37.84659,144.96616,4,17281,100,1,-2,1,497,197.9,11,"-37.84659,144.96616",-37.84659:144.96616
1269759041,17:50:37,-37.84604,144.96591,5,16670,100,1,-1,1,564,223.1,11,"-37.84604,144.96591",-37.84604:144.96591
1269759043,17:50:39,-37.8452,144.96458,6,16696,100,1,1,0,692,258.6,11,"-37.8452,144.96458",-37.8452:144.96458
1269759044,17:50:40,-37.84482,144.96413,6,17293,100,1,0,0,747,268.7,11,"-37.84482,144.96413",-37.84482:144.96413
1269759045,17:50:41,-37.8444,144.96367,7,16370,100,1,1,0,864,281.5,11,"-37.8444,144.96367",-37.8444:144.96367
1269759046,17:50:42,-37.84372,144.96301,7,16328,100,1,0,0,924,287.2,11,"-37.84372,144.96301",-37.84372:144.96301
1269759047,17:50:44,-37.84272,144.9623,2,13606,0,37,0,-2,1043,153.4,11,"-37.84272,144.9623",-37.84272:144.9623
1269759049,17:50:45,-37.8424,144.96216,2,9904,2,10,2,0,1080,98.9,11,"-37.8424,144.96216",-37.8424:144.96216
1269759050,17:50:46,-37.84222,144.96222,2,9724,16,1,2,0,1108,85.6,11,"-37.84222,144.96222",-37.84222:144.96222
1269759051,17:50:47,-37.84207,144.96249,2,12423,49,1,1,1,1136,93.2,11,"-37.84207,144.96249",-37.84207:144.96249
1269759052,17:50:48,-37.84204,144.96277,2,16991,91,1,-1,1,1160,122.4,11,"-37.84204,144.96277",-37.84204:144.96277
1269759053,17:50:50,-37.84195,144.9633,3,14033,22,1,-3,0,1206,150.4,11,"-37.84195,144.9633",-37.84195:144.9633
1269759054,17:50:50,-37.84187,144.96361,3,13751,32,1,-2,0,1236,145.5,11,"-37.84187,144.96361",-37.84187:144.96361
1269759055,17:50:51,-37.84149,144.96381,3,15770,76,1,0,1,1282,149.3,11,"-37.84149,144.96381",-37.84149:144.96381
1269759056,17:50:52,-37.84117,144.96378,3,15394,100,1,-1,1,1317,172.3,11,"-37.84117,144.96378",-37.84117:144.96378
1269759057,17:50:53,-37.8406,144.96367,4,15410,100,1,2,1,1379,204.5,11,"-37.8406,144.96367",-37.8406:144.96367
1269759058,17:50:54,-37.84016,144.96368,5,15864,70,1,3,0,1449,223.3,11,"-37.84016,144.96368",-37.84016:144.96368
1269759059,17:50:55,-37.83958,144.96411,5,16794,100,1,2,0,1520,226.3,11,"-37.83958,144.96411",-37.83958:144.96411
1269759062,17:50:58,-37.83872,144.96606,6,16922,100,2,0,0,1706,267.5,11,"-37.83872,144.96606",-37.83872:144.96606
1269759063,17:50:59,-37.83842,144.96667,5,15354,0,32,-1,-2,1761,228.1,11,"-37.83842,144.96667",-37.83842:144.96667
1269759064,17:51:00,-37.83826,144.96732,3,14808,0,34,1,-1,1820,151.7,11,"-37.83826,144.96732",-37.83826:144.96732
1269759065,17:51:01,-37.83808,144.96776,2,13078,14,1,2,0,1874,119.7,11,"-37.83808,144.96776",-37.83808:144.96776
1269759066,17:51:02,-37.83807,144.96803,2,15050,55,1,1,1,1899,114.4,11,"-37.83807,144.96803",-37.83807:144.96803
1269759067,17:51:04,-37.83842,144.96884,4,16330,100,1,-1,1,1979,184.3,11,"-37.83842,144.96884",-37.83842:144.96884
1269759069,17:51:05,-37.83852,144.96928,4,15879,100,1,1,0,2044,210.8,11,"-37.83852,144.96928",-37.83852:144.96928
1269759071,17:51:07,-37.839,144.97086,6,16253,100,1,3,0,2170,249.3,11,"-37.839,144.97086",-37.839:144.97086
1269759072,17:51:08,-37.83966,144.97137,6,17011,100,1,2,0,2252,264.2,11,"-37.83966,144.97137",-37.83966:144.97137
1269759073,17:51:10,-37.84018,144.97156,6,17631,100,1,0,0,2338,275.3,11,"-37.84018,144.97156",-37.84018:144.97156
1269759074,17:51:10,-37.84073,144.97168,6,14214,2,29,0,-3,2395,265.4,11,"-37.84073,144.97168",-37.84073:144.97168
1269759075,17:51:12,-37.84182,144.97191,2,12574,0,36,1,-1,2494,137.3,11,"-37.84182,144.97191",-37.84182:144.97191
1269759077,17:51:14,-37.84232,144.97173,2,13559,59,1,1,1,2560,100.5,11,"-37.84232,144.97173",-37.84232:144.97173
1269759079,17:51:15,-37.84243,144.97148,2,14377,78,1,-1,1,2586,126.1,11,"-37.84243,144.97148",-37.84243:144.97148
1269759080,17:51:16,-37.84271,144.97108,3,17343,100,1,-2,1,2636,165.9,11,"-37.84271,144.97108",-37.84271:144.97108
1269759082,17:51:18,-37.84386,144.97072,5,16910,100,1,0,1,2743,226.1,11,"-37.84386,144.97072",-37.84386:144.97072
1269759083,17:51:19,-37.84433,144.97061,5,16650,100,1,-1,2,2743,243.7,11,"-37.84433,144.97061",-37.84433:144.97061
1269759084,17:51:20,-37.8451,144.97063,6,16865,100,1,-2,0,2873,260.6,11,"-37.8451,144.97063",-37.8451:144.97063
1269759085,17:51:21,-37.84537,144.97069,6,17408,100,1,-2,1,2958,270.9,11,"-37.84537,144.97069",-37.84537:144.97069
1269759086,17:51:22,-37.84615,144.97104,7,16297,100,1,-1,0,3046,279.2,11,"-37.84615,144.97104",-37.84615:144.97104
1269759087,17:51:23,-37.84686,144.97139,7,16476,100,1,-1,0,3106,285.7,11,"-37.84686,144.97139",-37.84686:144.97139
1269759088,17:51:24,-37.8475,144.97211,7,16830,100,1,0,0,3198,289.7,11,"-37.8475,144.97211",-37.8475:144.97211
1269759089,17:51:25,-37.84769,144.97266,7,16213,0,45,-3,-2,3257,271.3,11,"-37.84769,144.97266",-37.84769:144.97266
1269759090,17:51:26,-37.84824,144.97365,5,14895,56,1,-3,0,3328,210.3,11,"-37.84824,144.97365",-37.84824:144.97365
1269759091,17:51:28,-37.84822,144.9747,5,15772,100,1,3,1,3462,212,11,"-37.84822,144.9747",-37.84822:144.9747
1269759093,17:51:29,-37.8485,144.97519,5,16764,100,1,0,1,3509,224.4,11,"-37.8485,144.97519",-37.8485:144.97519
1269759094,17:51:30,-37.84898,144.97588,5,15657,100,1,0,1,3559,243.7,11,"-37.84898,144.97588",-37.84898:144.97588
1269759095,17:51:31,-37.84933,144.97658,6,16799,100,1,1,0,3667,260.6,11,"-37.84933,144.97658",-37.84933:144.97658
1269759096,17:51:33,-37.84984,144.97723,6,17494,100,1,2,0,3695,272.3,11,"-37.84984,144.97723",-37.84984:144.97723
1269759097,17:51:34,-37.85083,144.97784,7,16555,100,1,0,0,3872,286.6,11,"-37.85083,144.97784",-37.85083:144.97784
1269759099,17:51:35,-37.85167,144.97806,7,16877,100,1,0,0,3964,291,11,"-37.85167,144.97806",-37.85167:144.97806
1269759100,17:51:36,-37.85221,144.97836,7,13633,0,83,0,-3,4021,258.2,11,"-37.85221,144.97836",-37.85221:144.97836
1269759101,17:51:37,-37.85276,144.97853,3,12374,0,15,2,-1,4077,151,11,"-37.85276,144.97853",-37.85276:144.97853
1269759102,17:51:39,-37.85331,144.97815,3,14396,76,1,1,1,4146,133.1,11,"-37.85331,144.97815",-37.85331:144.97815
1269759104,17:51:40,-37.85344,144.9778,3,14079,100,1,0,1,4194,162.2,11,"-37.85344,144.9778",-37.85344:144.9778
1269759105,17:51:41,-37.85363,144.97714,4,17507,100,1,0,1,4255,201.2,11,"-37.85363,144.97714",-37.85363:144.97714
1269759106,17:51:42,-37.85379,144.97664,5,16206,3,42,2,-1,4301,221.6,11,"-37.85379,144.97664",-37.85379:144.97664
1269759107,17:51:43,-37.85389,144.97591,4,14722,42,1,3,0,4362,184.7,11,"-37.85389,144.97591",-37.85389:144.97591
1269759108,17:51:45,-37.85378,144.97549,4,14899,78,1,2,1,4420,183.8,11,"-37.85378,144.97549",-37.85378:144.97549
1269759109,17:51:45,-37.85352,144.97504,4,17495,100,1,1,1,4462,203.1,11,"-37.85352,144.97504",-37.85352:144.97504
1269759110,17:51:47,-37.85242,144.97462,2,13712,0,46,-1,-2,4568,159.2,11,"-37.85242,144.97462",-37.85242:144.97462
1269759112,17:51:49,-37.85216,144.97435,2,9450,0,8,-2,0,4605,95.2,11,"-37.85216,144.97435",-37.85216:144.97435
1269759113,17:51:49,-37.85212,144.97404,2,9523,16,1,-2,0,4632,78.4,11,"-37.85212,144.97404",-37.85212:144.97404
1269759114,17:51:50,-37.85219,144.97386,2,12144,46,1,-1,1,4649,84.3,11,"-37.85219,144.97386",-37.85219:144.97386
1269759115,17:51:51,-37.85244,144.97363,3,13505,82,1,2,1,4683,119.9,11,"-37.85244,144.97363",-37.85244:144.97363
1269759116,17:51:54,-37.85284,144.97292,3,14359,63,1,2,1,4775,154.4,11,"-37.85284,144.97292",-37.85284:144.97292
1269759118,17:51:54,-37.85281,144.9725,3,16652,90,1,2,1,4811,166.1,11,"-37.85281,144.9725",-37.85281:144.9725
1269759119,17:51:56,-37.85222,144.97156,5,16400,100,1,0,1,4918,219.3,11,"-37.85222,144.97156",-37.85222:144.97156
1269759121,17:51:57,-37.85189,144.97115,5,15845,100,1,0,0,4993,243.5,11,"-37.85189,144.97115",-37.85189:144.97115
1269759122,17:51:58,-37.85136,144.97049,6,16597,100,1,0,0,5046,256.1,11,"-37.85136,144.97049",-37.85136:144.97049
1269759123,17:51:59,-37.85079,144.97003,6,17438,100,1,0,0,5130,269.2,11,"-37.85079,144.97003",-37.85079:144.97003
1269759124,17:52:00,-37.8504,144.96928,6,17806,100,1,0,0,5189,277.7,11,"-37.8504,144.96928",-37.8504:144.96928
1269759125,17:52:01,-37.8498,144.96852,7,16694,100,1,0,0,79,287.5,12,"-37.8498,144.96852",-37.8498:144.96852
1269759126,17:52:02,-37.84938,144.968,7,16975,100,1,1,0,110,290.8,12,"-37.84938,144.968",-37.84938:144.968
1269759127,17:52:04,-37.84835,144.96695,7,14300,0,73,0,-3,290,262.1,12,"-37.84835,144.96695",-37.84835:144.96695
1269759129,17:52:06,-37.84753,144.96606,3,13690,33,1,2,0,377,140.7,12,"-37.84753,144.96606",-37.84753:144.96606
1269759131,17:52:08,-37.84691,144.9662,4,16537,100,1,-2,1,478,184.7,12,"-37.84691,144.9662",-37.84691:144.9662
1269759133,17:52:10,-37.84634,144.966,5,16109,100,1,-2,0,544,214.6,12,"-37.84634,144.966",-37.84634:144.966
1269759134,17:52:10,-37.84598,144.96567,5,17130,100,1,0,1,592,229.1,12,"-37.84598,144.96567",-37.84598:144.96567
1269759135,17:52:12,-37.84549,144.96498,6,16375,100,1,0,0,670,252.6,12,"-37.84549,144.96498",-37.84549:144.96498
1269759136,17:52:12,-37.84513,144.96451,6,16967,100,1,1,0,725,262.1,12,"-37.84513,144.96451",-37.84513:144.96451
1269759137,17:52:13,-37.84453,144.96382,6,16948,100,1,1,0,810,274.7,12,"-37.84453,144.96382",-37.84453:144.96382
1269759138,17:52:14,-37.8441,144.96338,7,16419,100,1,1,0,869,283.3,12,"-37.8441,144.96338",-37.8441:144.96338
1269759139,17:52:15,-37.84339,144.96277,7,13331,0,63,0,-3,960,285.8,12,"-37.84339,144.96277",-37.84339:144.96277
1269759140,17:52:17,-37.84254,144.96225,2,11376,0,22,1,-1,1061,121.1,12,"-37.84254,144.96225",-37.84254:144.96225
1269759142,17:52:18,-37.84226,144.96214,2,9635,3,1,1,0,1093,89.9,12,"-37.84226,144.96214",-37.84226:144.96214
1269759143,17:52:19,-37.84213,144.9623,2,11210,36,1,1,0,1120,82.6,12,"-37.84213,144.9623",-37.84213:144.9623
1269759144,17:52:20,-37.84203,144.96266,2,14873,69,1,1,1,1140,105.7,12,"-37.84203,144.96266",-37.84203:144.96266
1269759145,17:52:21,-37.84203,144.963,3,14566,69,1,-2,0,1180,142.2,12,"-37.84203,144.963",-37.84203:144.963
1269759146,17:52:22,-37.84197,144.96336,3,13762,20,1,-2,0,1228,147.1,12,"-37.84197,144.96336",-37.84197:144.96336
1269759147,17:52:23,-37.84167,144.96364,3,15201,68,1,-2,1,1258,142.7,12,"-37.84167,144.96364",-37.84167:144.96364
1269759148,17:52:24,-37.8412,144.96378,3,17864,100,1,-1,1,1308,165.4,12,"-37.8412,144.96378",-37.8412:144.96378
1269759149,17:52:25,-37.84102,144.96375,3,16645,100,1,1,1,1327,192.6,12,"-37.84102,144.96375",-37.84102:144.96375
1269759150,17:52:26,-37.84041,144.96364,5,16250,82,1,3,0,1415,221,12,"-37.84041,144.96364",-37.84041:144.96364
1269759151,17:52:27,-37.83997,144.96376,5,16209,100,1,4,0,1462,227,12,"-37.83997,144.96376",-37.83997:144.96376
1269759152,17:52:29,-37.83929,144.96458,5,15704,100,1,1,0,1562,243.8,12,"-37.83929,144.96458",-37.83929:144.96458
1269759153,17:52:29,-37.83903,144.96486,6,16560,100,1,0,0,1615,253.7,12,"-37.83903,144.96486",-37.83903:144.96486
1269759154,17:52:30,-37.8387,144.96574,6,17118,100,1,0,0,1671,267.2,12,"-37.8387,144.96574",-37.8387:144.96574
1269759155,17:52:31,-37.83849,144.96671,6,14906,6,37,0,-3,1757,277.4,12,"-37.83849,144.96671",-37.83849:144.96671
1269759156,17:52:32,-37.83817,144.96742,3,13997,0,52,1,-2,1828,181.8,12,"-37.83817,144.96742",-37.83817:144.96742
1269759157,17:52:33,-37.83805,144.96777,3,12404,6,1,2,0,1874,138.9,12,"-37.83805,144.96777",-37.83805:144.96777
1269759158,17:52:34,-37.83807,144.96809,3,14199,67,1,1,1,1902,133,12,"-37.83807,144.96809",-37.83807:144.96809
1269759159,17:52:35,-37.8383,144.9684,3,17413,100,1,0,0,1932,154.4,12,"-37.8383,144.9684",-37.8383:144.9684
1269759160,17:52:36,-37.83852,144.96898,4,17206,100,1,-1,1,2010,196.4,12,"-37.83852,144.96898",-37.83852:144.96898
1269759161,17:52:38,-37.83886,144.97057,5,17719,100,1,2,0,2129,240.7,12,"-37.83886,144.97057",-37.83886:144.97057
1269759163,17:52:39,-37.83902,144.97081,6,16235,100,1,2,0,2182,251.8,12,"-37.83902,144.97081",-37.83902:144.97081
1269759164,17:52:41,-37.83988,144.97147,6,16934,100,1,1,0,2264,263.4,12,"-37.83988,144.97147",-37.83988:144.97147
1269759165,17:52:41,-37.8404,144.97156,6,17101,100,1,0,0,2320,270.6,12,"-37.8404,144.97156",-37.8404:144.97156
1269759166,17:52:43,-37.84122,144.97176,6,14316,1,79,0,-3,2434,272.1,12,"-37.84122,144.97176",-37.84122:144.97176
1269759167,17:52:43,-37.84164,144.97192,4,11978,1,58,0,-2,2456,184.9,12,"-37.84164,144.97192",-37.84164:144.97192
1269759168,17:52:44,-37.84193,144.97197,2,13144,3,9,2,-1,2503,129.5,12,"-37.84193,144.97197",-37.84193:144.97197
1269759169,17:52:45,-37.84225,144.97182,2,13487,38,1,1,0,2539,107.1,12,"-37.84225,144.97182",-37.84225:144.97182
1269759170,17:52:46,-37.84239,144.97157,2,17248,79,1,1,2,2577,128.7,12,"-37.84239,144.97157",-37.84239:144.97157
1269759171,17:52:47,-37.84264,144.97128,3,16851,86,1,-2,1,2609,155.9,12,"-37.84264,144.97128",-37.84264:144.97128
1269759172,17:52:48,-37.84294,144.97092,4,16585,100,1,-2,1,2665,190.6,12,"-37.84294,144.97092",-37.84294:144.97092
1269759173,17:52:49,-37.84353,144.97075,5,16142,100,1,0,1,2708,215.5,12,"-37.84353,144.97075",-37.84353:144.97075
1269759174,17:52:50,-37.84423,144.97064,5,17827,100,1,-1,0,2781,239,12,"-37.84423,144.97064",-37.84423:144.97064
1269759175,17:52:51,-37.84473,144.97063,6,16590,100,1,-1,0,2861,256.2,12,"-37.84473,144.97063",-37.84473:144.97063
1269759176,17:52:52,-37.84526,144.9707,6,17321,100,1,-2,0,2945,269.3,12,"-37.84526,144.9707",-37.84526:144.9707
1269759177,17:52:53,-37.84604,144.97099,6,17691,100,1,-1,0,3003,276.9,12,"-37.84604,144.97099",-37.84604:144.97099
1269759178,17:52:54,-37.84677,144.97133,7,16476,100,1,-1,0,3092,283.2,12,"-37.84677,144.97133",-37.84677:144.97133
1269759179,17:52:55,-37.8472,144.972,7,16745,100,1,-1,0,3183,288.4,12,"-37.8472,144.972",-37.8472:144.972
1269759180,17:52:56,-37.8476,144.97253,7,15898,0,72,-1,-3,3244,291.8,12,"-37.8476,144.97253",-37.8476:144.97253
1269759181,17:52:57,-37.84805,144.97333,5,15351,23,1,-4,0,3319,224.5,12,"-37.84805,144.97333",-37.84805:144.97333
1269759182,17:52:59,-37.84807,144.97473,5,15961,74,1,2,0,3433,220.1,12,"-37.84807,144.97473",-37.84807:144.97473
1269759184,17:53:00,-37.84837,144.97523,5,16806,99,1,2,1,3480,226,12,"-37.84837,144.97523",-37.84837:144.97523
1269759185,17:53:01,-37.84868,144.97592,6,15987,100,1,0,0,3555,244.3,12,"-37.84868,144.97592",-37.84868:144.97592
1269759186,17:53:02,-37.84901,144.97639,6,16691,100,1,0,0,3635,259.1,12,"-37.84901,144.97639",-37.84901:144.97639
1269759187,17:53:04,-37.8498,144.97746,6,17296,100,1,2,0,3778,278.4,12,"-37.8498,144.97746",-37.8498:144.97746
1269759189,17:53:05,-37.85081,144.97789,7,16576,100,1,0,0,3868,286.2,12,"-37.85081,144.97789",-37.85081:144.97789
1269759190,17:53:06,-37.85163,144.9781,7,16849,100,1,0,0,3929,289.1,12,"-37.85163,144.9781",-37.85163:144.9781
1269759191,17:53:07,-37.85219,144.97839,7,13837,0,83,0,-3,4019,255.3,12,"-37.85219,144.97839",-37.85219:144.97839
1269759192,17:53:08,-37.85255,144.9785,3,13368,0,24,2,-1,4077,165.1,12,"-37.85255,144.9785",-37.85255:144.9785
1269759193,17:53:09,-37.85299,144.97845,3,12635,25,1,2,0,4107,132.8,12,"-37.85299,144.97845",-37.85299:144.97845
1269759194,17:53:10,-37.85319,144.97823,3,14268,57,1,1,1,4134,131,12,"-37.85319,144.97823",-37.85319:144.97823
1269759195,17:53:12,-37.85361,144.97729,4,17196,100,1,0,1,4238,196.1,12,"-37.85361,144.97729",-37.85361:144.97729
1269759197,17:53:13,-37.85378,144.97655,4,15268,0,24,2,-1,4305,214.8,12,"-37.85378,144.97655",-37.85378:144.97655
1269759198,17:53:14,-37.85388,144.97607,4,14838,33,1,2,0,4346,187.2,12,"-37.85388,144.97607",-37.85388:144.97607
1269759199,17:53:15,-37.85373,144.97543,4,15420,74,1,2,1,4403,182.1,12,"-37.85373,144.97543",-37.85373:144.97543
1269759200,17:53:16,-37.85347,144.97513,4,17140,100,1,2,0,4464,196,12,"-37.85347,144.97513",-37.85347:144.97513
1269759201,17:53:18,-37.85289,144.97481,5,13458,1,46,-1,-3,4533,225.7,12,"-37.85289,144.97481",-37.85289:144.97481
1269759202,17:53:18,-37.85251,144.97458,3,12726,1,54,0,-2,4570,178,12,"-37.85251,144.97458",-37.85251:144.97458
1269759203,17:53:19,-37.85219,144.9743,2,9738,0,11,-2,-1,4607,104.5,12,"-37.85219,144.9743",-37.85219:144.9743
1269759204,17:53:20,-37.85211,144.97409,2,9375,13,1,-2,0,4625,127.8,12,"-37.85211,144.97409",-37.85211:144.97409
1269759205,17:53:22,-37.85236,144.97368,2,16055,85,1,1,1,4673,111.2,12,"-37.85236,144.97368",-37.85236:144.97368
1269759207,17:53:24,-37.85268,144.97336,3,14605,42,1,2,0,4732,147.8,12,"-37.85268,144.97336",-37.85268:144.97336
1269759208,17:53:24,-37.85281,144.97302,3,15455,59,1,2,1,4748,150.4,12,"-37.85281,144.97302",-37.85281:144.97302
1269759209,17:53:25,-37.85278,144.97241,3,15541,93,1,2,1,4817,170.1,12,"-37.85278,144.97241",-37.85278:144.97241
1269759210,17:53:26,-37.85259,144.97203,4,16409,100,1,1,0,4857,194.8,12,"-37.85259,144.97203",-37.85259:144.97203
1269759211,17:53:27,-37.85231,144.97165,5,16494,100,1,0,1,4926,220.9,12,"-37.85231,144.97165",-37.85231:144.97165
1269759212,17:53:29,-37.85126,144.97061,6,16799,100,1,0,0,5057,257.3,12,"-37.85126,144.97061",-37.85126:144.97061
1269759214,17:53:30,-37.85069,144.96989,6,17446,100,1,0,0,5113,271,12,"-37.85069,144.96989",-37.85069:144.96989
1269759215,17:53:32,-37.84968,144.96838,7,16740,100,1,0,0,62,288.7,13,"-37.84968,144.96838",-37.84968:144.96838
1269759217,17:53:33,-37.84927,144.96786,7,17035,100,1,0,0,155,294.8,13,"-37.84927,144.96786",-37.84927:144.96786
1269759218,17:53:34,-37.84885,144.96733,7,16860,100,1,0,0,218,299.7,13,"-37.84885,144.96733",-37.84885:144.96733
1269759219,17:53:36,-37.84786,144.96626,3,13981,3,3,2,-1,339,158.9,13,"-37.84786,144.96626",-37.84786:144.96626
